"ColNum","Head1","Head2","SubFile","Evo","Reformat","VarName","Linked","Header"
282,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Widely.spaced.teeth","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Widely.spaced.teeth"
283,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Large.gap.between.two.front.teeth.on.the.top","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Large.gap.between.two.front.teeth.on.the.top"
284,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Malocclusion","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Malocclusion"
285,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Supernumerary.teeth.(extra.teeth)","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Supernumerary.teeth.(extra.teeth)"
286,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Weak/soft.tooth.enamel","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Weak/soft.tooth.enamel"
287,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","High.number.of.cavities","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_High.number.of.cavities"
288,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Tooth.in.palate.(roof.of.mouth)","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Tooth.in.palate.(roof.of.mouth)"
289,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Tooth/teeth.extraction.(pulled)","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Tooth/teeth.extraction.(pulled)"
290,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Enamel.Hypoplasia","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Enamel.Hypoplasia"
291,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","No","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_No"
292,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Unsure","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Unsure"
293,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Other","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Other"
294,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?","Other.Value","Mouth - Dental",,,,,"Has.the.patient.ever.had.any.of.the.following.dental.conditions?_Other.Value"
295,"Have.the.patient's.permanent.teeth.come.in?",,"Mouth - Dental",1,,,,"Have.the.patient's.permanent.teeth.come.in?"
296,"Has.the.patient.ever.ground.his.or.her.teeth?","Yes,.during.the.day","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_Yes,.during.the.day"
297,"Has.the.patient.ever.ground.his.or.her.teeth?","Yes,.during.the.night","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_Yes,.during.the.night"
298,"Has.the.patient.ever.ground.his.or.her.teeth?","No","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_No"
299,"Has.the.patient.ever.ground.his.or.her.teeth?","Unsure","Mouth - Dental",,,,,"Has.the.patient.ever.ground.his.or.her.teeth?_Unsure"
300,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","1_Condition","Nose - Throat",,"refactor","Condition","1","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_1_Condition"
301,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","1_Age.at.onset","Nose - Throat",,,"Age.at.onset","1","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_1_Age.at.onset"
302,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","2_Condition","Nose - Throat",,"refactor","Condition","2","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_2_Condition"
303,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","2_Age.at.onset","Nose - Throat",,,"Age.at.onset","2","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_2_Age.at.onset"
304,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","3_Condition","Nose - Throat",,"refactor","Condition","3","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_3_Condition"
305,"Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?","3_Age.at.onset","Nose - Throat",,,"Age.at.onset","3","Has.the.patient.ever.experienced.any.of.the.following.nose.or.throat.conditions?_3_Age.at.onset"
308,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","1_Surgical.procedures","Nose - Throat",,"refactor","Surgical.procedures","1","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_1_Surgical.procedures"
309,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","1_Age.at.surgery","Nose - Throat",,,"Age.at.surgery","1","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_1_Age.at.surgery"
310,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","2_Surgical.procedures","Nose - Throat",,"refactor","Surgical.procedures","2","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_2_Surgical.procedures"
311,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","2_Age.at.surgery","Nose - Throat",,,"Age.at.surgery","2","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_2_Age.at.surgery"
312,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","3_Surgical.procedures","Nose - Throat",,"refactor","Surgical.procedures","3","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_3_Surgical.procedures"
313,"Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?","3_Age.at.surgery","Nose - Throat",,,"Age.at.surgery","3","Has.the.patient.had.any.of.the.following.nose.or.throat.surgical.procedures?_3_Age.at.surgery"
316,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","1","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Conditions"
317,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","1","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Age.at.diagnosis"
318,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","2","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Conditions"
319,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","2","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Age.at.diagnosis"
320,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","3","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Conditions"
321,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","3","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Age.at.diagnosis"
322,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","4","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Conditions"
323,"Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Age.at.diagnosis","Neck - Back - Orthopedic",,,"Age.at.diagnosis","4","Has.the.patient.been.diagnosed.with.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Age.at.diagnosis"
324,"How.was.the.issue.diagnosed?","Exam.by.orthopedic.surgeon","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.orthopedic.surgeon"
325,"How.was.the.issue.diagnosed?","Exam.by.physical.therapist","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.physical.therapist"
326,"How.was.the.issue.diagnosed?","Exam.by.pediatrician","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.pediatrician"
327,"How.was.the.issue.diagnosed?","Exam.by.developmental.pediatrician","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Exam.by.developmental.pediatrician"
328,"How.was.the.issue.diagnosed?","X-ray","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_X-ray"
329,"How.was.the.issue.diagnosed?","Unsure","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Unsure"
330,"How.was.the.issue.diagnosed?","Not.applicable","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Not.applicable"
331,"How.was.the.issue.diagnosed?","Other","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Other"
332,"How.was.the.issue.diagnosed?","Other.Value","Neck - Back - Orthopedic",,,,,"How.was.the.issue.diagnosed?_Other.Value"
333,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","1","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Conditions"
334,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","1_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","1","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_1_Age.of.onset"
335,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","2","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Conditions"
336,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","2_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","2","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_2_Age.of.onset"
337,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","3","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Conditions"
338,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","3_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","3","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_3_Age.of.onset"
339,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Conditions","Neck - Back - Orthopedic",,"refactor","Conditions","4","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Conditions"
340,"Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?","4_Age.of.onset","Neck - Back - Orthopedic",,,"Age.of.onset","4","Has.the.patient.ever.had.any.of.the.following.neck,.back.or.orthopedic.conditions?_4_Age.of.onset"
341,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Physical.therapy","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Physical.therapy"
342,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Hip.braces","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Hip.braces"
343,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Leg.braces","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Leg.braces"
344,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Orthotics","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Orthotics"
345,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Custom.shoe.inserts","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Custom.shoe.inserts"
346,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Unsure","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Unsure"
347,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Not.applicable","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Not.applicable"
348,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Other","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Other"
349,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions.","Other.Value","Neck - Back - Orthopedic",,,,,"What.treatment.or.therapies.has.the.patient.ever.had.for.any.neck,.back.or.orthopedic.conditions._Other.Value"
350,"Does.the.patient.have.a.sacral.dimple?",,"Neck - Back - Orthopedic",,,,,"Does.the.patient.have.a.sacral.dimple?"
351,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Hyperactive.Deep.Tendon.Reflexes.(DTR)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Hyperactive.Deep.Tendon.Reflexes.(DTR)"
352,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Absent.or.weak.DTR","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Absent.or.weak.DTR"
353,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Resting.or.intention.tremor","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Resting.or.intention.tremor"
354,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Lax.ligaments.(loose.joints,.sometimes.called.double.jointed)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Lax.ligaments.(loose.joints,.sometimes.called.double.jointed)"
355,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Hyperextensible.joints.(joints.can.extend.farther.and.in.a.larger.range.of.motion.than.average)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Hyperextensible.joints.(joints.can.extend.farther.and.in.a.larger.range.of.motion.than.average)"
356,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Large.fleshy.hands","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Large.fleshy.hands"
357,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Dysplastic.or.unusual.fingernails","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Dysplastic.or.unusual.fingernails"
358,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Fifth.finger.clinodactyly.(bend.or.curvature.of.the.fifth.toward.the.adjacent.fourth.finger)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Fifth.finger.clinodactyly.(bend.or.curvature.of.the.fifth.toward.the.adjacent.fourth.finger)"
359,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Single.palmer.crease","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Single.palmer.crease"
360,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Dysplastic.or.unusual.toenails","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Dysplastic.or.unusual.toenails"
361,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","2/3.toe.syndactyly.(second.and.third.toes.are.fused.together)","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_2/3.toe.syndactyly.(second.and.third.toes.are.fused.together)"
362,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Recurring.ingrown.toenails","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Recurring.ingrown.toenails"
363,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","No","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_No"
364,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Unsure","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Unsure"
365,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Other","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Other"
366,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?","Other.Value","Extremities (Hands and Feet)",,,,,"Has.the.patient.ever.had.any.of.the.following.hands.and.feet.conditions?_Other.Value"
367,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Face","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Face"
368,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Bushy.eyebrows","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Bushy.eyebrows"
369,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Neck","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Neck"
370,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Back","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Back"
371,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Buttocks","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Buttocks"
372,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Chest","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Chest"
373,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Abdomen","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Abdomen"
374,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Upper.arms","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Upper.arms"
375,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Forearms","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Forearms"
376,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Thighs","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Thighs"
377,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Lower.leg.and.calves","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Lower.leg.and.calves"
378,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","No","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._No"
379,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body.","Unsure","Skin",1,,,,"Does.the.patient.have.excessive.hair.growth?.Please.indicate.which.part.of.the.body._Unsure"
380,"Has.the.patient.ever.had.eczema?",,"Skin",,,,,"Has.the.patient.ever.had.eczema?"
381,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Congenital.heart.disease","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Congenital.heart.disease"
382,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Non-congenital.heart.disease","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Non-congenital.heart.disease"
383,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Heart.murmur","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Heart.murmur"
384,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Cyanosis","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Cyanosis"
385,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Heart.rate.too.fast/slow","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Heart.rate.too.fast/slow"
386,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Fainting.or.dizzy.spells","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Fainting.or.dizzy.spells"
387,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","No","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_No"
388,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Unsure","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Unsure"
389,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Other","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Other"
390,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?","Other.Value","Cardiovascular",,,,,"Has.the.patient.ever.had.any.of.the.following.cardiovascular.conditions?_Other.Value"
391,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Diagnosis","Cardiovascular",,"refactor","Diagnosis","1","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Diagnosis"
392,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Age.at.diagnosis","Cardiovascular",,,"Age.at.diagnosis","1","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Age.at.diagnosis"
393,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Current.status","Cardiovascular",,,"Current.status","1","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Current.status"
394,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Age.of.surgery","Cardiovascular",,,"Age.of.surgery","1","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Age.of.surgery"
395,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","2_Diagnosis","Cardiovascular",,"refactor","Diagnosis","2","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._2_Diagnosis"
396,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","2_Age.at.diagnosis","Cardiovascular",,,"Age.at.diagnosis","2","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._2_Age.at.diagnosis"
397,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","2_Current.status","Cardiovascular",,,"Current.status","2","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._2_Current.status"
398,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","2_Age.of.surgery","Cardiovascular",,,"Age.of.surgery","2","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._2_Age.of.surgery"
399,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","3_Diagnosis","Cardiovascular",,"refactor","Diagnosis","3","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._3_Diagnosis"
400,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","3_Age.at.diagnosis","Cardiovascular",,,"Age.at.diagnosis","3","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._3_Age.at.diagnosis"
401,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","3_Current.status","Cardiovascular",,,"Current.status","3","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._3_Current.status"
402,"If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","3_Age.of.surgery","Cardiovascular",,,"Age.of.surgery","3","If.the.patient.has.a.congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._3_Age.of.surgery"
405,"If.the.patient.has.a.non-congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age.","1_Diagnosis","Cardiovascular",,"refactor","Diagnosis","1","If.the.patient.has.a.non-congenital.heart.disease.what.is.the.diagnosis?.Also,.if.the.patient.had.surgery,.please.indicate.at.what.age._1_Diagnosis"
