Filename	Category Code	Column Number	Data Label
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	6	05_Inversion
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	7	06_Other_structural_change
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	8	07_Mosaicism
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	9	08_SHANK3_mutation
Chromosomal_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+10_Is_one_of_the_parents_a_carrier_of_chromosomal_change_or_mutation	1	SUBJ_ID
Chromosomal_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+10_Is_one_of_the_parents_a_carrier_of_chromosomal_change_or_mutation	2	01_Chromosomal_change_or_mutation_in_parents
Chromosomal_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+10_Is_one_of_the_parents_a_carrier_of_chromosomal_change_or_mutation	3	02_Chromosomal_change_or_mutation_Mother
Chromosomal_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+10_Is_one_of_the_parents_a_carrier_of_chromosomal_change_or_mutation	4	03_Chromosomal_change_or_mutation_Father
Chromosomal_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+11_Does_one_of_the_parents_have_an_identical_chromosomal_change_or_mutation	5	04_Identical_chromosomal_change_or_mutation_in_parents
Chromosomal_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+11_Does_one_of_the_parents_have_an_identical_chromosomal_change_or_mutation	6	05_Identical_chromosomal_change_or_mutation_Mother
Chromosomal_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+11_Does_one_of_the_parents_have_an_identical_chromosomal_change_or_mutation	7	06_Identical_chromosomal_change_or_mutation_Father
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	1	SUBJ_ID
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	2	01_Siblings
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	3	02_Biological_brother
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	4	03_Biological_sister
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	5	04_Fraternal_twin _brother
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	6	05_Fraternal_twin _sister
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	7	06_Half_brother
Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+12_Does_the_patient_have_siblings	8	07_Half_sister
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	1	SUBJ_ID
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	2	01_Autism
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	3	02_Asperger_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	4	03_Autistic-like_features
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	5	04_Pervasive_Developmental_Disorder
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	6	05_Cerebral_Palsy
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	7	06_ADHD
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	8	07_FG_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	9	08_Spinal_Muscular_Atrophy
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	10	09_Fragile_X_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	11	10_Prader-Willi_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	12	11_Velocardiofacial-DiGeorge_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	13	12_Angelman_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	14	13_Williams_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	15	14_Mitochondrial_Disorder
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	16	15_Tricho-Rhino-Phalangeal_Syndrome
Conditions_Siblings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+13_Have_any_of_the_patient_siblings_been_diagnosed_with_any_of_the_following_conditions	17	16_Sotos_Syndrome
Hypotonia.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+14_Has_the_patient_been_diagnosed_with_hypotonia	1	SUBJ_ID
Hypotonia.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+14_Has_the_patient_been_diagnosed_with_hypotonia	2	01_Hypotonia
Seizures.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+15_Does_the_patient_have_seizures	1	SUBJ_ID
Seizures.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+15_Does_the_patient_have_seizures	2	01_Seizures_at_1st_Clinical_Survey_Session
Seizures.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+15_Does_the_patient_have_seizures	3	02_Seizures_at_2nd_Clinical_Survey_Session
Seizures.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+15_Does_the_patient_have_seizures	4	03_Seizures_at_3rd_Clinical_Survey_Session
Seizures.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+15_Does_the_patient_have_seizures	5	04_Seizures_at_4th_Clinical_Survey_Session
Seizures.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+15_Does_the_patient_have_seizures	6	05_Seizures_at_5th_Clinical_Survey_Session
Mouth.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+01_Has_the_patient_ever_had_any_of_the_following_mouth_conditions	1	SUBJ_ID
Mouth.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+01_Has_the_patient_ever_had_any_of_the_following_mouth_conditions	2	01_Mouth_Condition
Mouth.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+01_Has_the_patient_ever_had_any_of_the_following_mouth_conditions	3	02_Tongue_tied_(Ankyloglossia)
Mouth.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+01_Has_the_patient_ever_had_any_of_the_following_mouth_conditions	4	03_Cleft_lip
Mouth.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+01_Has_the_patient_ever_had_any_of_the_following_mouth_conditions	5	04_Cleft_palate
Mouth.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+01_Has_the_patient_ever_had_any_of_the_following_mouth_conditions	6	05_Other
Mouth.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+01_Has_the_patient_ever_had_any_of_the_following_mouth_conditions	7	06_Other Value
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	1	SUBJ_ID
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	2	01_Dental_Condition
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	3	02_Widely_spaced_teeth
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	4	03_Large_gap_between_two_front_teeth_on_the_top
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	5	04_Malocclusion
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	6	05_Supernumerary_teeth
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	7	06_Weak-soft_tooth_enamel
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	8	07_High_number_of_cavities
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	9	08_Tooth_in_palate
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	10	09_Tooth-teeth_extraction
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	11	10_Enamel_Hypoplasia
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	12	11_Other
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+02_Has_the_patient_ever_had_any_of_the_following_dental_conditions	13	12_Other_Value
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+03_Patient_permanent_teeth_come_in	14	13_Permanent_Teeth
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+03_Patient_permanent_teeth_come_in	15	14_Ground_Teeth
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+04_Has_the_patient_ever_ground_teeth	16	15_Ground_during_the_day
Dental.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Mouth-Dental+04_Has_the_patient_ever_ground_teeth	17	16_Ground_during_the_night
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	1	SUBJ_ID
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	2	01_Sensorineural_Hearing_Loss_(permanent_nerve_hearing_loss)
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	3	02_Sensorineural_Hearing_Loss_Age_at_Diagnosis
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	4	03_Sensorineural_Hearing_Loss_Status
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	5	04_Ear_pain
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	6	05_Ear_Pain_Age_at_Diagnosis
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	7	06_Ear_Pain_Status
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	8	07_Tinnitus_(ringing_in_the_ear)
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	9	08_Tinnitus_Age_at_Diagnosis
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	10	09_Tinnitus_Status
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	11	10_Dizziness_and-or_Vertigo
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	12	11_Dizziness_and-or_Vertigo_Age_at_Diagnosis
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	13	12_Dizziness_and-or_Vertigo_Status
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	14	13_Other
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	15	14_Other_Age_at_Diagnosis
Hearing.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+01_Has_the_patient_ever_had_any_of_the_following_hearing_problems	16	15_Other_Status
Hearing_Tests.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+02_Has_the_patient_had_any_of_the_following_hearing_tests	1	SUBJ_ID
Hearing_Tests.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+02_Has_the_patient_had_any_of_the_following_hearing_tests	2	01_Hearing_tests
Hearing_Tests.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+02_Has_the_patient_had_any_of_the_following_hearing_tests	3	02_Behavioral_audiometry
Hearing_Tests.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+02_Has_the_patient_had_any_of_the_following_hearing_tests	4	03_Brainstem_evoked_auditory_response_(BEAR)
Hearing_Tests.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+02_Has_the_patient_had_any_of_the_following_hearing_tests	5	04_Auditory_Brainstem_Response_(ABR)
Hearing_Tests.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+02_Has_the_patient_had_any_of_the_following_hearing_tests	6	05_Tympanogram
Hearing_Tests.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing+02_Has_the_patient_had_any_of_the_following_hearing_tests	7	06_Otoacoustic_emissions
Hearing_Infections.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing	1	SUBJ_ID
Hearing_Infections.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing	2	03_Highest_number_of_ear_infections_in_a_given_year
Hearing_Infections.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing	3	04_Has_the_patient_had_ear_infections_after_age_3_which_required_recurrent_courses_of_antibiotics
Hearing_Tubes.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing	1	SUBJ_ID
Hearing_Tubes.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing	2	05_Has_the_patient_had_ear_tubes
Hearing_Tubes.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing	3	06_Age_when_ear_tubes_were_placed
Hearing_Tubes.txt	01_PMS_Ontology+02_Clinical_Questionnaire+02_Ears-Hearing	4	07_Were_more_than_one_set_of_ear_tubes_required
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	1	SUBJ_ID
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	2	01_Eye_movement_abnormalities
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	3	02_Eye_movement_abnormalities_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	4	03_Eye_alignment_(strabismus)
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	5	04_Eye_alignment_(strabismus)_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	6	05_Nearsighted
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	7	06_Nearsighted_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	8	07_Farsighted
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	9	08_Farsighted_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	10	09_Astigmatism
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	11	10_Astigmatism_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	12	11_Glaucoma
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	13	12_Glaucoma_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	14	13_Cataract
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	15	14_Cataract_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	16	15_Cortical_Vision_Impairment
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	17	16_Cortical_Vision_Impairment_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	18	17_Depth_Perception_problems
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	19	18_Depth_Perception_problems_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	20	19_Blindness
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	21	20_Blindness_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	22	21_Color_blindness
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	23	22_Color_blindness_Age_at_onset
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	24	23_Other
Vision.txt	01_PMS_Ontology+02_Clinical_Questionnaire+03_Eyes-Vision_-_Has_the_patient_ever_had_any_of_the_following_vision_impairments	25	24_Other_Age_at_onset
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	1	SUBJ_ID
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	2	01_Recurring_nosebleeds
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	3	02_Recurring_nosebleeds_Age_at_onset
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	4	03_Seemingly_constant_cold-runny_nose
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	5	04_Seemingly_constant_cold-runny_nose_Age_at_onset
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	6	05_Trouble_perceiving_smells
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	7	06_Trouble_perceiving_smells_Age_at_onset
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	8	07_Tonsillitis
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	9	08_Tonsillitis_Age_at_onset
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	10	09_Excessive_snoring
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	11	10_Excessive_snoring_Age_at_onset
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	12	11_Other
Nose.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+01_Has_the_patient_ever_experienced_any_of_the_following_nose_or_throat_conditions	13	12_Other_Age_at_onset
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	1	SUBJ_ID
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	2	01_Tonsillectomy
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	3	02_Age_at_Tonsillectomy
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	4	03_Adenoidectomy
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	5	04_Age_at_Adenoidectomy
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	6	05_Sinus_surgery
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	7	06_Age_at_sinus_surgery
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	8	07_Other
Nose_Surgery.txt	01_PMS_Ontology+02_Clinical_Questionnaire+04_Nose-Throat+02_Has_the_patient_had_any_of_the_following_nose_or_throat_procedures	9	08_Age_at_other
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	1	SUBJ_ID
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	2	01_Excessive_hair_growth
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	3	02_Face
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	4	03_Bushy_eyebrows
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	5	04_Neck
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	6	05_Back
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	7	06_Buttocks
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	8	07_Chest
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	9	08_Abdomen
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	10	09_Upper arms
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	11	10_Forearms
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	12	11_Thighs
Skin.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin+01_Does_the_patient_have_excessive_hair_growth	13	12_Lower_leg_and_calves
Skin2.txt	01_PMS_Ontology+02_Clinical_Questionnaire+05_Skin	1	SUBJ_ID
